C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117903362	5063.48411391295	5014.86669786844	5029.86668721249	5154.82381686975	5389.86023229487	4536.1382200057
gene-LOC117903359	4166.94409292571	4120.52335462092	4250.76139175638	4465.45797122115	4899.13095504069	3865.05778951695
gene-LOC117903358	979.361270039185	1039.40147087182	932.14383563499	1016.81462233169	1270.18284861009	1201.041073023
gene-LOC117903361	3951.60884539067	3988.55317836122	3523.59644933068	4878.17041828709	5273.55433290407	5607.22725807778
gene-LOC117893606	3307.67363401184	3074.5779080668	3683.12753363836	3488.55400311122	3481.015164223	3089.40658090362
gene-LOC117903357	4658.6952591716	7227.82114109921	5643.87586053624	8888.28410725087	10627.7066136316	10292.6072682224
gene-LOC117893643	3.10579683944773	0	1.85501260822884	0	4.08090875055451	3.04575081916229
gene-LOC117903356	354.060839697042	365.371975595026	277.324384930211	354.660586379742	282.6029309759	283.254826182093
gene-LOC117903355	1034.2303475361	512.611428446752	1320.76897705893	1000.4875365137	579.489042578741	1631.50718879793
gene-LOC117903360	0	0	0	0	0	0
gene-LOC117893652	1.03526561314924	2.18132522743299	0.927506304114418	10.8847238786621	1.02022718763863	4.06100109221639
gene-LOC117902052	0	2.18132522743299	0.927506304114418	0	0	0
gene-LOC117901983	6762.35498509086	7047.86180983599	6742.04332460771	7046.95165111052	5410.26477604764	6734.15506116782
gene-LOC117891241	7.24685929204471	11.9972887508814	4.63753152057209	9.07060323221846	8.16181750110902	3.04575081916229
gene-Trnaq-uug	0	0	0	0	0	0
gene-LOC117891230	0	0	0	0	0	0
gene-LOC117898844	4.14106245259698	2.18132522743299	0	2.72118096966554	0	0
gene-LOC117898826	7.24685929204471	1.09066261371649	0.927506304114418	2.72118096966554	1.02022718763863	7.10675191137868
gene-LOC117898835	1.03526561314924	0	1.85501260822884	0	1.02022718763863	0
gene-LOC117898818	141.831389001446	229.039148880464	161.386096915909	147.850832685161	178.53975783676	219.294058979685
gene-LOC117903833	181.171482301118	213.769872288433	163.241109524138	129.709626220724	142.831806269408	243.660065532983
gene-LOC117903834	1862.44283805549	1988.27794480517	1867.07019018232	2135.22000086422	2228.17617780276	1827.45049149737
gene-LOC117903838	1536.33416991348	1547.65024886371	1752.98691477625	1620.00973727422	1778.25598805413	1475.1586467476
gene-LOC117903837	392.365667383564	435.174382872881	332.047256872962	338.333500561748	415.232465368922	310.666583554554
gene-LOC117903840	40535.8250828587	63663.0674252455	58867.897615838	68271.7093479387	74915.2823883044	67622.7749373142
gene-LOC117903835	22880.4053162115	22209.162803109	22060.7374433614	20368.9466182698	23182.6223847125	18380.0909433714
gene-LOC117903836	53.8338118837607	55.6237932995412	49.1578341180642	38.0965335753175	40.8090875055451	52.793014198813
gene-LOC117903839	54.86907749691	49.0798176172422	75.1280106332679	64.401282948751	87.739538136922	69.0370185676786
gene-LOC117892679	170.818826169625	159.236741602608	214.253956250431	121.546083311727	121.407035328997	212.187307068306
gene-LOC117889915	171.854091782775	133.060838873412	137.270933008934	120.639022988505	62.2338584459563	138.074037135357
gene-LOC117889865	20129.7045820739	28586.2671055093	17812.7585705174	20934.9522599602	15767.611184955	21697.9288357122
gene-LOC117903652	0	1.09066261371649	0	0	0	0
gene-LOC117889907	1090.13469064615	1069.94002405588	1345.81164727002	1007.74401909947	898.820152309631	948.243755032526
gene-LOC117889886	1974.25152427561	2308.93275323782	2369.77860701234	1873.98662777633	1556.86668833655	2132.0255734136
gene-LOC117889875	3695.8982389428	3916.56944585593	3912.22159075462	3838.67928787485	3792.18445645278	4145.26686487988
gene-LOC117889900	1880.04235347903	1450.58127624294	1352.30419139882	1615.47443565811	1684.39508679137	1363.48111671165
gene-LOC117893662	80.7507178256411	89.4343343247525	73.272998025039	96.1483942615156	96.9215828256696	100.509777032356
gene-LOC117889922	472.081119596055	536.606005948515	518.47602399996	683.923483709272	443.798826622803	673.110931034866
gene-LOC117890041	350.955042857594	450.443659464912	424.797887284404	483.463152277244	479.506778190155	433.511866594099
gene-LOC117890067	46.586952591716	61.0771063681237	58.4328971592084	63.4942226255292	74.4765846976198	86.2962732095982
gene-LOC117890050	1733.03463641184	1631.63127011988	1623.13603220023	1750.62642381816	1523.19919114447	1757.39822265664
gene-LOC117889967	4657.65999355845	4328.83991384077	4499.33308125904	4458.20148863537	4768.54187502295	4125.97710969185
gene-LOC117890016	1741.31676131703	1397.13880817083	1397.75200030043	1534.74606689136	1344.65943330771	1230.48333094157
gene-LOC117889975	9278.05042504353	9974.10960243734	9081.21422358427	8867.42171981676	9101.4467409242	8051.94991559204
gene-LOC117890075	4292.21123211677	4991.96278298039	4621.76391340215	4420.10495506005	2772.97749600179	4471.16220253024
gene-LOC117890031	4.14106245259698	1.09066261371649	4.63753152057209	0	4.08090875055451	9.13725245748687
gene-LOC117893674	0	0	0	0	0	0
gene-LOC117890053	8308.00654552269	7130.75216847844	7633.37688286166	7129.49414052371	7615.99595572236	6803.1920797355
gene-Trnar-ucg	0	0	0	0	0	0
gene-Trnas-cga	4.14106245259698	1.09066261371649	0	1.81412064644369	3.06068156291588	0
gene-Trnas-aga	0	0	0	0	0	0
gene-Trnas-aga-2	1.03526561314924	0	0	3.62824129288738	0	0
gene-LOC117893695	1.03526561314924	0	0	0	0	0
gene-Trnas-aga-3	1.03526561314924	1.09066261371649	0	0	0	0
gene-LOC117893707	0	1.09066261371649	0.927506304114418	1.81412064644369	0	3.04575081916229
gene-LOC117893717	0	0	0	0	0	0
gene-LOC117893723	0	0	1.85501260822884	1.81412064644369	0	0
gene-Trnas-aga-4	2.07053122629849	5.45331306858247	9.27506304114418	0	2.04045437527726	2.03050054610819
gene-Trnas-cga-2	0	0	0	0	0	0
gene-Trnas-cga-3	3.10579683944773	10.9066261371649	10.2025693452586	12.6988445251058	13.2629534393022	11.1677530035951
gene-Trnar-ucg-2	0	0	3.71002521645767	0.907060323221846	0	0
gene-Trnas-aga-5	0	1.09066261371649	0	0.907060323221846	2.04045437527726	2.03050054610819
gene-Trnas-aga-6	0	0	0	0	0	0
gene-LOC117893725	0	0	0	0	0	0
gene-LOC117903155	0	0	0.927506304114418	0	0	0
gene-LOC117893760	0	0	0	0	0	0
gene-LOC117890174	8.28212490519395	4.36265045486598	2.78251891234325	7.25648258577476	6.12136312583177	6.09150163832458
gene-LOC117893780	0	1.09066261371649	0	0	0	0
gene-LOC117893933	0	0	0	0	0	0
gene-LOC117903087	0	0	0	0	0	0
gene-LOC117903091	0	0	0	0.907060323221846	0	0
gene-LOC117893940	0	0	0	0	0	0
gene-LOC117903082	85969.4917815264	96811.5762439309	106212.456909359	86987.9920572982	81503.9095660747	87083.0921712151
gene-LOC117903088	875.834708724261	972.871051435113	1128.77517210725	685.737604355715	852.909928865893	760.422454517518
gene-LOC117903092	0	0	0	0.907060323221846	3.06068156291588	0
gene-LOC117903085	1615.01435651282	1550.92223670486	1631.48358893726	1444.9470948924	1303.85034580217	1447.74688937514
gene-LOC117903086	0	0	0	0	0	0
gene-LOC117903090	0	0	0	0	0	0
gene-LOC117903093	0	0	0	0	0	0
gene-LOC117903084	0	0	0	0	0	0
gene-LOC117890205	1186.41439266903	1181.18761065496	1158.45537383891	1012.27932071558	1015.12605170043	838.596725542684
gene-LOC117894707	2718.60750012992	2820.45351907085	3157.23145920548	2638.63848025235	2430.18116095521	2515.79017662805
gene-LOC117889756	1295.1172820497	1225.90477781734	1159.38288014302	1089.37944818944	1105.92627140027	1052.8145331571
gene-LOC117903743	3597.54800569362	3363.60350070167	3153.52143398902	3268.13834456831	2604.64001004142	3399.05791418512
gene-LOC117903444	5.17632806574622	6.54397568229897	2.78251891234325	0.907060323221846	6.12136312583177	12.1830032766492
gene-LOC117903447	3.10579683944773	1.09066261371649	0	0	0	3.04575081916229
gene-LOC117893979	2.07053122629849	0	0	1.81412064644369	0	0
gene-LOC117903446	8.28212490519395	7.63463829601546	6.49254412880093	9.07060323221846	12.2427262516635	13.1982535497033
gene-LOC117903442	12.4231873577909	27.2665653429124	21.3326449946316	20.8623874341024	7.14159031347039	29.4422579185688
gene-LOC117903443	6407.25887978067	7548.47594953186	6546.33949443956	6433.77887261255	6446.81559868849	7262.08520315595
gene-LOC117903445	0	0	0.927506304114418	0.907060323221846	0	3.04575081916229
gene-LOC117903439	304.368090265878	401.36384184767	301.439548837186	334.705259268861	275.46134066243	357.368096115042
gene-LOC117903441	0	0	0	0	0	0
gene-Trnap-cgg	0	0	0	0	0	0
gene-Trnaq-cug	0	0	0	0	0	0
gene-LOC117901976	354.060839697042	407.907817529969	334.829775785305	317.471113127646	336.674971920747	428.435615228829
gene-LOC117901984	5.17632806574622	10.9066261371649	0.927506304114418	3.62824129288738	0	3.04575081916229
gene-LOC117901993	12.4231873577909	14.1786139783144	0.927506304114418	14.5129651715495	4.08090875055451	2.03050054610819
gene-LOC117889630	667.746320481263	672.938832663077	656.674463313008	609.54453720508	556.023817263052	670.065180215704
gene-LOC117889633	43.4811557522683	99.250297848201	67.7079602003525	60.7730416558637	94.8811284503924	119.799532220383
gene-LOC117889632	2922.55482592032	2902.25321509959	2626.69785325203	2566.0736543946	2719.92568224458	2310.70962147112
gene-LOC117894451	1181.23806460329	1183.3689358824	1108.37003341673	1309.79510673234	1417.09556363005	1271.09334186373
gene-LOC117894443	1809.64429178488	1763.60144637957	1695.48152392116	1910.26904070521	1658.88940710041	1791.91673194048
gene-LOC117901954	476.222182048652	498.432814468438	524.041061824646	632.221045285626	426.454964432946	576.662155094727
gene-LOC117901930	6715.76803249915	11493.4026233444	7185.3913379744	5805.18606861981	5657.15975545619	5809.26206241554
gene-LOC117889590	1805.50322933228	1585.82344034378	1429.28721464032	1542.00254947714	1354.8617051841	1432.51813527933
gene-LOC117889591	42.445890139119	77.4370455738711	39.88277107692	58.0518606861981	73.4563575099812	61.9302666562999
gene-LOC117889588	10.3526561314924	46.8984923898093	29.6802017316614	30.8400509895427	34.6877243797133	52.793014198813
gene-LOC117889589	1592.23851302354	1460.39723976639	1668.58384110184	1536.56018753781	1335.47738861896	1443.68588828293
gene-LOC117889852	6.21159367889547	1.09066261371649	3.71002521645767	9.9776635554403	8.16181750110902	10.152502730541
gene-LOC117903512	3273.50986877791	3068.0339323845	3199.89674919474	3310.77017975974	2920.91043820939	3409.21041691566
gene-LOC117897289	2074.67228875109	1856.30776854547	1679.71391675121	1764.23232866649	1685.41531397901	1812.22173740156
gene-LOC117902986	7.24685929204471	7.63463829601546	22.260151298746	8.16354290899661	7.14159031347039	14.2135038227574
gene-LOC117893990	0	0	0	0	0	0
gene-LOC117897487	0	0	0	1.81412064644369	0	2.03050054610819
gene-LOC117897493	949.338567257857	1183.3689358824	1183.49804405	991.416933281477	1179.38262891025	852.810229365441
gene-LOC117897691	1774.4452609378	1322.97375043811	1859.65013974941	1631.8015214761	1129.39149671596	1558.40916913804
gene-LOC117897757	1277.51776662617	1282.6192337306	1264.19109250795	1284.39741768213	1366.08420424812	1230.48333094157
gene-LOC117897748	1383.11485916739	1333.88037657527	1354.15920400705	1258.0926683087	1358.94261393465	1389.87762381106
gene-LOC117897734	3400.84753919527	3230.54266182826	3759.18305057574	3767.02152234032	3398.37676202427	4721.9290199746
gene-LOC117897766	36.2342964602236	22.9039148880464	21.3326449946316	33.5612319592083	36.7281787549906	32.4880087377311
gene-LOC117897711	168.748294943327	88.3436717110361	105.735718669044	214.066236280356	192.822938463701	265.995571540173
gene-LOC117897701	2338.66502010414	2631.7688868979	2445.83412394972	2532.51242243539	2177.16481842083	2422.38715150707
gene-LOC117897727	0	0	0	0	0	0
gene-LOC117893999	2.07053122629849	0	0.927506304114418	4.53530161610923	3.06068156291588	2.03050054610819
gene-LOC117897845	1767.19840164576	1548.74091147742	1726.08923195693	1529.30370495203	1774.17507930357	1637.59869043626
gene-LOC117903699	1881.07761909218	1769.05475944815	1793.79719215729	1570.12141949701	1633.38372740944	1443.68588828293
gene-LOC117903698	5393.73384450756	5126.11428446752	5501.03988970262	4853.6797895601	4999.11321942928	5722.96578920594
gene-LOC117903697	639.794148926233	602.045762771505	651.109425488322	643.105769164289	575.408133828186	490.365881885129
gene-LOC117903696	661.534726802367	729.653288576335	744.787562203878	727.46237922392	705.99721384593	748.239451240869
gene-LOC117903695	1874.86602541328	1354.60296623589	1512.76278201062	1298.91038285368	1407.91351894131	1274.13909268289
gene-LOC117903694	343.708183565549	407.907817529969	281.034410146669	372.801792844179	315.250200980336	443.66436932464
gene-LOC117903693	87.9975771176858	101.431623075634	72.3454917209246	64.401282948751	44.8899962560996	112.692780309005
gene-LOC117892190	1046.65353489389	1300.06983555006	1360.65174813585	1295.2821415608	1288.54693798759	1479.21964783982
gene-LOC117892177	1869.68969734754	2054.80836424188	1970.95089624314	2638.63848025235	2803.58431163095	3361.49365408211
gene-LOC117903313	12.4231873577909	17.4506018194639	29.6802017316614	14.5129651715495	24.4854525033271	38.5795103760557
gene-LOC117903315	3495.05670999185	3256.71856455745	3631.18718060795	3081.28391798461	2940.29475477453	3167.58085192878
gene-LOC117903311	243.287419090072	274.846978656557	309.787105574216	237.649804684124	247.915206596187	250.766817444362
gene-LOC117903314	0	0	0	0	0	0
gene-LOC117903308	0	0	0	0	0	0
gene-LOC117903317	1249.56559507114	1242.26471702309	1169.58544948828	1107.52065465387	1183.46353766081	866.008482915144
gene-LOC117903309	0	0	0	0	0	0
gene-LOC117903312	2294.14859873873	1993.73125787375	1923.6480747333	1762.41820802005	1750.70985398789	1607.14118224464
gene-LOC117903310	506.244884829981	411.179805371118	445.203025974921	487.998453893353	492.769731629457	567.52490263724
gene-LOC117903316	1510.45252958475	1611.99934307298	1650.96122132366	1781.4664748077	1923.12824869881	1794.96248275964
gene-LOC117902874	28.9874371681788	33.8105410252113	51.012846726293	43.5388955146486	70.3956759470653	98.4792764862474
gene-LOC117901234	1520.80518571624	1269.531282366	1673.22137262241	1307.07392576268	1026.34855076446	1245.71208503738
gene-LOC117901135	2772.44131201368	2988.41556158319	3107.1461187833	2615.9619721718	2873.97998757801	2408.17364768432
gene-LOC117901207	599.418790013412	634.765641183	570.416377030367	621.336321406964	702.936532283015	561.433400998915
gene-LOC117901176	1141.89797130362	1161.55568360807	1226.16333403926	1026.79228588713	1157.95785796984	993.930017319961
gene-LOC117901197	200.841528950953	186.503306945521	145.618489745964	202.274452078472	207.106119090641	153.302791231169
gene-LOC117901224	147.007717067193	128.698188418546	210.543931033973	177.783823351482	216.288163779389	220.309309252739
gene-LOC117901152	21108.0305864999	22296.4158122063	22902.9131674973	18916.7430407916	18883.3850160034	17877.5420582096
gene-LOC117901146	8.28212490519395	7.63463829601546	5.56503782468651	3.62824129288738	5.10113593819314	8.12200218443277
gene-LOC117894137	38.304827686522	13.0879513645979	12.9850882576019	48.0741971307578	22.4449981280498	14.2135038227574
gene-LOC117901080	2668.91475069875	2370.00985960594	2612.78525869032	2553.3748098695	2045.55551121545	2374.67038867353
gene-LOC117901186	1.03526561314924	2.18132522743299	1.85501260822884	3.62824129288738	2.04045437527726	2.03050054610819
gene-LOC117901216	1267.16511049468	1244.44604225052	1422.79467051152	1060.35351784634	1177.34217453498	985.808015135528
gene-LOC117897400	0	1.09066261371649	0	0	0	1.0152502730541
gene-LOC117894148	1.03526561314924	0	0	0	0	0
gene-LOC117894188	1.03526561314924	0	0	0	0	0
gene-LOC117897408	0	0	0	0	0	0
gene-LOC117897394	175.995154235372	260.668364678242	229.094057116261	228.579201451905	207.106119090641	294.422579185688
gene-LOC117903499	120.090811125312	173.415355580923	186.428767126998	129.709626220724	187.721802525508	252.79731799047
gene-LOC117903493	26864.1073956097	25218.3009543528	26667.6612558978	23364.0598055483	25322.0387971907	21866.4603810391
gene-LOC117903492	4019.93637585852	3829.31643675861	4635.67650796386	3954.78300924725	3115.77383104837	4138.1601129685
gene-LOC117903497	6.21159367889547	8.72530090973196	0	6.34942226255292	0	1.0152502730541
gene-LOC117903496	393.400932996713	333.742759797247	202.196374296943	436.296015469708	382.585195364485	272.087073178498
gene-LOC117903494	2182.33991251861	2504.16136109307	1879.12777213581	2261.30138579206	1989.44301589532	2294.46561710226
gene-LOC117903498	0	0	0	0	0	0
gene-LOC117894215	6.21159367889547	4.36265045486598	3.71002521645767	7.25648258577476	2.04045437527726	6.09150163832458
gene-LOC117899965	4050.99434425299	3889.30288051302	4299.91922587444	3702.62023939157	4144.16283618811	3933.07955781157
gene-LOC117899973	825.106693679948	824.54093596967	745.715068507992	917.945047100508	911.062878561295	637.577171477973
gene-LOC117890221	1834.49066650046	1882.48367127467	1835.53497584243	2165.15299153055	2105.74891528613	1801.05398439797
gene-LOC117890213	5766.42946524129	5707.43745757841	6159.56936562385	5529.43973036037	5259.27115227713	6580.85226993665
gene-LOC117897071	1248.53032945799	1231.35809088592	1113.0075649373	1144.71012790597	1289.56716517523	1205.10207411521
gene-LOC117897123	8.28212490519395	18.5412644331804	16.6951134740595	18.1412064644369	19.3843165651339	30.4575081916229
gene-LOC117897107	10.3526561314924	23.9945775017629	4.63753152057209	5.44236193933107	1.02022718763863	18.2745049149737
