C_PT1_G23_C	C_PT2_G23_C	C_PT3_G23_C	W_PT1_G23_C	W_PT2_G23_C	W_PT3_G23_C	W_PT1_G23_W	W_PT2_G23_W	W_PT3_G23_W	C_PT1_G23_W	C_PT2_G23_W	C_PT3_G23_W
gene-LOC117900379	2676.41833654003	2777.40189370297	3139.33090975989	2788.86814960857	2720.86815087778	2798.77379875658	2045.11302792317	3145.96235790512	2800.44846030968	2612.94520052046	2860.0032896363	2671.50319945522
gene-LOC117900381	19082.8952598018	17117.2856391232	17395.7468514779	18890.3855956439	18298.8689465284	16159.6552305444	14145.4496046387	18171.6272150043	16173.8888167753	17884.3467855248	18900.8455724438	16121.6540226989
gene-LOC117901343	2819.50753071714	2959.00561376528	2751.05036636429	3295.70958919056	3180.52996727608	2633.75369504579	2674.76855114592	2930.56487377468	3018.88556096239	2769.4202738561	3058.80454809208	2931.30661941021
gene-LOC117901341	49.8644161526291	64.6963252721982	43.7910387288268	57.8774890224132	58.7460168939522	45.9757502875824	113.561060549031	42.499952025737	51.9583394756435	52.786771727686	45.2299159449654	37.2668840099373
gene-LOC117900756	17.3441447487406	9.08018600311554	19.4626838794786	11.5754978044826	20.6126375066499	31.197830552288	31.4320792591068	17.3863440105288	39.2338481754859	21.6802812452996	16.8297361655685	35.137347780798
gene-LOC117900382	31.4362623570923	34.0506975116833	36.0059651770353	28.1119232394578	28.8576925093098	21.3458840620918	40.5575216246539	44.4317680269069	50.8979652006303	46.1884252617253	52.5929255174017	34.0725796662284
gene-Trnaq-cug-3	0	0	0.973134193973928	0	0	0	0	0	0	0	0	0
gene-Trnaq-cug-4	0	0	0	0	1.03063187533249	4.10497770424843	0	0	0	0	4.20743404139213	0
gene-LOC117902684	1525.20072884237	1657.13394556859	1836.3042240288	1648.68161586703	1561.40729112873	1763.49842174512	1907.21745439935	1573.46413295285	1589.50103824468	1627.90633524489	1402.12739429393	1661.03825872863
gene-Trnaq-cug-5	0	2.27004650077889	2.91940258192178	0	1.03063187533249	3.28398216339874	0	0	1.06037427501313	0	0	0
gene-Trnaq-cug-6	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902685	0	0	0	0	0	0	0	0	0	0	0	0
gene-Trnaq-cug-7	0	0	0	0	0	0	0	0	2.12074855002626	0	0	1.06476811456964
gene-LOC117902682	106.232886586036	181.603720062311	197.546241376707	135.598688566797	122.645193164567	214.279836161768	150.062830011219	104.318064063173	133.607158651655	71.6391902018596	89.4079733795829	111.800652029812
gene-LOC117902683	6741.4522620261	6137.07071485572	7328.67361481765	6111.03601949509	6036.41089382242	6391.4502855148	6632.16872367153	5162.77826312646	6096.09170705049	6078.01971607356	5423.38247935446	6364.11902078271
gene-LOC117901764	805.41872176964	895.53334455727	1330.27444316236	819.379880303021	829.658659642658	1135.43683299511	591.125877679331	769.828676466191	1065.6761463882	809.711373465755	793.101316802417	1037.08414359083
gene-LOC117901107	1.08400904679628	2.27004650077889	0	0	0	0	0	0.965908000584932	0	0.942620923708679	0	0
gene-LOC117901668	40.1083347314625	37.4557672628516	35.0328309830614	44.648348674433	48.4396981406272	33.6608171748371	99.365927980402	33.8067800204726	49.8375909256172	19.7950393978823	19.9853116966126	33.0078115516587
gene-LOC117901670	0	0	0	0	0	2.46298662254906	0	0	0	0	0	0
gene-LOC117901669	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117900678	2.16801809359257	0	0.973134193973928	0	0	0	1.01393804061635	0	0	0	0	0
gene-LOC117900216	16459.5933665548	21601.7625014119	18426.2959628963	17434.3533360944	24362.0762691095	21872.1422037765	33790.4991415804	19779.8640359782	21846.8911880956	21729.2975333325	17591.2817270605	23351.4295206267
gene-LOC117901636	7185.89597121257	6460.55234121671	7204.11243798899	7375.24574399894	6752.7000471785	7443.14557334325	6958.65677274999	6080.39086368215	6535.08665690593	6897.1572987764	6253.29884401906	6583.46125238406
gene-LOC117901641	923.575707870435	940.934274572848	1070.44761337132	1074.86765327339	887.374044661277	979.447680233674	738.146893568701	935.964852566799	1075.21951486332	1038.76825792696	963.502395478799	956.161766883533
gene-LOC117901638	3002.70505962571	2464.13547659548	2102.94299317766	2767.3707965431	2443.62817641334	2341.4792825033	2048.15484204502	2368.40641743425	1889.5869580734	2409.33908099938	2514.99369824215	1819.68870779951
gene-LOC117901639	7392.94169915066	7362.89582527632	7917.41980217188	7167.71360479	6739.30183279918	6774.03420755075	5016.96542496969	6728.51513207464	6663.39194418252	7536.25428505089	7352.49098733276	6583.46125238406
gene-LOC117901642	19.5121628423331	15.8903255054522	1.94626838794786	23.977816880714	0	0	17.2369466904779	0	10.6037427501313	17.9097975504649	0	6.38860868741782
gene-LOC117901640	1060.16084776677	1086.2172506227	1071.42074756529	1063.29215546891	1100.7148428551	1431.81622324185	2351.32231618931	831.646788503626	940.551981936648	1036.88301607955	735.249098733276	1061.57381022593
gene-LOC117900049	388.07523875307	343.912044868001	442.776058258137	396.047389167656	366.904947618368	439.232614354582	371.101322865583	331.306444200632	411.425218705095	330.859944221746	338.698440332067	343.920101005992
gene-LOC117900054	1731.16244773367	1767.23120085636	1654.32812975568	1034.3534109577	1918.00591999377	1348.89567361603	2261.08183057445	3255.10996197122	3419.70703691735	2607.28947497821	2769.54345774637	2784.3686195996
gene-LOC117900048	433.603618718514	551.621299689269	601.396931875888	517.590116114724	470.99876702695	569.770905349681	665.143354644324	677.101508410037	789.978834884783	596.679044707594	544.862708360281	782.604564208683
gene-LOC117900052	10964.7515083444	8402.57712263305	8977.16293940949	9864.80459323446	8914.96572162607	8579.40340187921	4806.06631252149	8043.11592087073	7333.54848599082	9183.95565969366	9338.39985486984	7127.55775892914
gene-LOC117900053	750.134260383029	751.385391757811	795.050636476699	792.094778335312	640.022394581479	743.821960009815	349.80862401264	698.351484422906	623.500073707722	672.088718604288	639.529974291605	764.503506260999
gene-LOC117900050	884.551382185768	1078.27208786997	1333.19384574428	781.346101802578	948.181325305895	1128.04787312747	548.540479973444	1020.96475661827	990.389572862265	726.760732179391	1092.88099225161	1006.20586826831
gene-LOC117900937	81.3006785097214	149.823069051406	106.071627143158	154.615577817018	145.319094421882	146.137206271244	102.407742102251	133.295304080721	149.512772776852	150.819347793389	216.682853131695	104.347275227824
gene-LOC117900936	651.489437124567	611.77753195991	466.131278913512	583.735817854625	623.532284576159	540.215065879093	520.150214836186	663.578796401848	473.98730093087	611.760979486933	599.559350898379	491.922868931172
gene-LOC117900935	1705.14623061056	2054.39208320489	2060.12508864281	1933.1081333486	1945.83298062775	1926.05553883336	1468.18228281247	1974.3159531956	1846.11161279786	1823.97148737629	1900.7083281989	1832.46592517434
gene-LOC117902427	6944.161953777	6868.02568810652	7989.43173252595	6915.53311690663	7297.90430922939	6793.73810053114	6808.59394273877	6823.17411613196	6620.976973182	6770.84609499944	6220.69123019827	6694.1971362993
gene-LOC117902430	1640.10568780278	1667.34915482209	2084.45344349215	1503.16107203925	1502.66127423478	1538.54564355231	2041.05727576071	1569.60050095051	1399.69404301733	1888.06971018848	1699.80335272242	1646.13150512466
gene-LOC117902429	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902426	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902431	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117901345	671.0015999669	661.718554977045	507.97604925439	670.552051388244	836.873082769985	684.710281068637	1033.20286338806	590.169788357393	618.198202332656	536.351305590238	458.610310511743	620.759810794098
gene-LOC117901103	630.893265235438	523.245718429533	670.489459648036	778.865637987332	595.705223942182	577.980860758178	431.937605302564	493.5789882989	516.402271931395	632.498639808523	505.943943477404	529.189752941109
gene-LOC117901104	181.02951081498	233.814789580225	482.674560211068	260.448700600859	226.739012573149	175.693045741833	117.616812711496	140.056660084815	160.116515526983	90.4916086760332	117.80815315898	278.969246017245
gene-LOC117900844	6.50405428077771	1.13502325038944	0	0	5.15315937666247	1.64199108169937	1.01393804061635	2.8977240017548	2.12074855002626	0	2.10371702069607	0
gene-LOC117900397	9193.48072587929	7361.76080202593	6643.58714226001	7798.5782351343	7355.61969424801	6521.9885765099	7187.80676992929	8105.89994090875	10229.4306310517	8788.05487173601	8643.12137952979	8338.19910519482
gene-LOC117900308	3790.77963664661	2735.40603343856	3042.0174903625	2826.07510683726	2774.46100839507	3191.20966728273	3336.8700916684	2770.22414567759	2578.83023683194	2874.05119638776	2594.9349450286	2762.00848919364
gene-LOC117901385	11.9240995147591	4.54009300155777	18.4895496855046	9.09503398923636	9.27568687799245	4.10497770424843	16.2230086498616	8.69317200526439	8.48299420010505	8.48358831337811	5.25929255174017	10.6476811456964
gene-LOC117901387	7.58806332757399	1.13502325038944	0	0.82682127174876	0	1.64199108169937	5.06969020308174	1.93181600116986	2.12074855002626	0	0	2.12953622913927
gene-Trnag-gcc-11	0	1.13502325038944	0	1.65364254349752	0	0	0	0	0	0	0	0
gene-LOC117902321	2966.93276108143	2995.32635777774	2940.81153418921	2767.3707965431	2794.04301402639	2836.53959363566	3467.66809890791	3018.46250182791	3741.00044224633	2815.60869911782	2932.58152685032	3483.92127087185
gene-LOC117902320	5904.59727789936	4609.32941983153	5010.66796477176	4657.48422376077	4823.35717655607	4980.15895079419	6804.53819057631	5408.11889527503	5812.97177562199	5705.68445120863	5132.01767198806	5268.47263089056
gene-LOC117902323	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902325	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902326	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117902324	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117901815	3.25202714038885	2.27004650077889	0	1.65364254349752	0	0.820995540849685	2.02787608123269	1.93181600116986	0	0.942620923708679	2.10371702069607	1.06476811456964
gene-LOC117901218	667.749572826511	414.283486392147	534.250672491686	481.209980157778	475.12129452828	553.350994532688	788.843795599518	941.760300570309	803.763700459954	709.793555552635	648.996700884737	646.314245543769
gene-LOC117901219	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117901902	1144.71355341688	914.828739813891	1040.28045335813	948.363998695828	1085.25536472512	832.489478421581	603.293134166727	995.851148603065	819.669314585151	1044.42398346922	914.065045492441	801.770390270936
gene-LOC117901813	391.327265893459	323.481626360991	312.376076265631	350.572219221474	296.821980095758	379.299939872555	471.481188886602	395.056372239237	391.278107479846	422.294173821488	395.498799890861	365.215463297385
gene-LOC117901834	627.641238095049	635.613020218088	591.665589936148	620.11595381157	722.472944608078	697.846209722232	857.79158236143	956.248920579083	659.552799058168	841.76048487185	798.360609354158	746.402448313315
gene-LOC117901281	44.4443709186477	80.5866507776504	71.0387961600968	66.1457017399008	69.0523356472771	64.8586477271251	58.8084063557481	142.95438408657	30.7508539753808	72.5818111255683	105.185851034803	75.5985361344442
gene-LOC117901280	46.6123890122402	82.8566972784293	42.8179045348528	73.5870931856396	66.9910718966121	89.4885139526157	143.979201767521	77.2726400467946	142.09015285176	73.5244320492769	85.2005393381907	122.448333175508
gene-LOC117901279	195.121628423331	222.464557076331	247.176085269378	199.263926491451	166.962363803864	247.940653336605	285.93052745381	232.783828140969	280.99918287848	204.548740444783	212.475419090303	398.223274849044
gene-LOC117901278	433.603618718514	310.996370606707	350.328309830614	281.119232394578	286.515661342433	343.997131616018	361.975880500036	392.158648237482	432.632704205358	308.237042052738	341.854015863111	457.850289264944
gene-LOC117902540	1201.08202385028	1303.00669144708	1698.1191684845	1171.60574206799	1351.1583885609	1584.52139383989	1794.67033189093	1058.63516864109	1236.39640466531	1230.12030543983	1107.60701139648	1297.95233166039
gene-LOC117902541	386.991229706274	347.31711461917	480.72829182312	277.811947307583	278.270606339773	425.275690160137	374.143136987432	276.249688167291	331.89714807911	339.343532535124	293.468524387101	385.446057474208
gene-LOC117901391	13.0081085615554	22.7004650077889	11.6776103276871	4.1341063587438	13.3982143793224	16.4199108169937	11.1533184467798	19.3181600116986	10.6037427501313	10.3688301607955	18.9334531862646	14.9067536039749
gene-LOC117902539	3730.07513002602	3602.56379673609	3692.07113193708	3454.45927336632	3347.49233107994	4008.92122596901	5755.11231853839	3184.59867792852	3356.08458041656	3600.81192856715	2886.299752395	3536.09490848576
gene-LOC117900714	747.966242289436	963.634739580637	811.593917774256	787.960671976568	1065.6733590938	912.94704142485	956.143572301216	772.726400467946	823.910811685203	729.588594950517	775.219722126501	895.469984353064
gene-LOC117900718	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117900715	2459.61652718077	2475.48570909937	2418.23847202521	2777.29265180408	2412.70922015337	2339.8372914216	1901.13382615565	2455.3381374869	2370.99687892936	2767.53503200868	3080.89357680939	2516.04705472805
gene-LOC117901393	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117900716	2.16801809359257	2.27004650077889	0	0	0	0	2.02787608123269	0	0	0.942620923708679	1.05185851034803	2.12953622913927
gene-LOC117900909	0	0	0	0	0	0	3.04181412184904	0	0	0	0	0
gene-LOC117901447	0	0	0.973134193973928	1.65364254349752	0	0	2.02787608123269	0	3.1811228250394	5.65572554225207	1.05185851034803	1.06476811456964
gene-LOC117901290	280.758343120238	276.945673095024	340.596967890875	309.231155634036	291.668820719096	335.787176207521	724.965699040688	313.920100190103	435.813827030397	304.466558357903	268.223920138749	429.101550171563
gene-LOC117900371	572.356776708438	675.338833981718	806.728246804386	356.359968123716	662.696295838794	450.726551926477	1043.34224379422	1145.56688869373	708.330015708772	825.735929168803	1039.23620822386	954.032230654394
gene-LOC117900287	18.4281537955368	21.5654417573994	21.4089522674264	15.7096041632264	30.9189562599748	18.8828974395428	28.3902651372577	19.3181600116986	12.7244913001576	24.5081440164256	22.0890287173087	18.1010579476838
gene-LOC117900290	319.782668804904	291.700975350087	317.241747235501	272.024198405342	353.506733239046	215.921827243467	616.474328694739	805.567272487833	793.159957709823	495.818605870765	450.195442428958	639.925636856351
gene-LOC117901394	4.33603618718514	7.9451627527261	0.973134193973928	4.1341063587438	5.15315937666247	5.7469687859478	26.362389056025	4.82954000292466	10.6037427501313	29.221248634969	8.41486808278427	14.9067536039749
gene-LOC117900288	243.902035529164	439.253997900714	689.952143527515	300.962942916549	386.486953249685	538.573074797393	338.65530556586	410.510900248596	431.572329930345	255.450270325052	313.453836083714	687.840202011985
gene-LOC117900291	6.50405428077771	2.27004650077889	0	0	0	0	2.02787608123269	0	1.06037427501313	2.82786277112604	0	1.06476811456964
gene-LOC117900289	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117901541	11.9240995147591	18.1603720062311	14.5970129096089	14.8827828914777	11.3369506286574	21.3458840620918	9.12544236554713	12.5568040076041	10.6037427501313	18.8524184741736	25.2446042483528	6.38860868741782
gene-LOC117901542	375.067130191515	550.48627643888	574.149174444618	534.126541549699	533.867311422232	527.079137225498	450.188490033658	560.226640339261	496.255160706146	547.662756674742	587.988907284551	430.166318286133
gene-LOC117901543	2218.96651879199	2444.84008133886	2614.81157920794	2510.22938102924	2427.13806640802	2254.45375517324	1484.40529146233	2518.12215752492	2034.8582337502	2275.48690983275	2484.48980144206	2091.20457701477
gene-LOC117900475	9430.87870712768	10343.466880799	11770.0580761147	9526.63469308921	9744.62438126873	9894.6382583204	8157.13153675851	8924.98992540477	9719.39060477037	8657.03056334051	9264.76975914548	9299.6847126512
gene-LOC117901395	9.75608142116656	12.4852557542839	5.83880516384357	2.48046381524628	19.5820056313174	6.56796432679748	17.2369466904779	38.6363200233973	21.2074855002626	14.1393138556302	27.3483212690489	19.1658260622534
gene-LOC117900202	318.698659758108	357.532323872674	307.510405295761	300.1361216448	375.150002621028	270.107532939546	485.67632145523	416.306348252106	428.391207105305	384.589336873141	340.802157352763	283.228318475523
gene-LOC117900086	6242.8081004998	5117.819836006	5640.28578827289	5937.40355242785	4362.66472828245	4857.83061520759	4031.4176494906	4081.92721047192	3982.76577694932	5562.40607080491	4703.91125827641	4319.76424080901
gene-LOC117900088	3377.77218981722	3083.85817130812	3144.19658072976	2837.65060464174	2995.01622971623	2906.32421460789	2543.97054390642	3426.07567807475	3250.04715291525	2997.5345373936	3337.54705333431	3150.64885101155
gene-LOC117900089	2.16801809359257	6.81013950233666	2.91940258192178	1.65364254349752	4.12252750132998	0.820995540849685	2.02787608123269	0.965908000584932	3.1811228250394	1.88524184741736	1.05185851034803	3.19430434370891
gene-LOC117900090	691.59777185603	640.153113219646	674.381996423932	625.076881442063	739.993686488731	749.568928795763	767.551096746575	929.203496562705	709.390389983785	624.957672418854	711.056352995271	764.503506260999
gene-LOC117901209	5994.57002878345	6571.78461975487	7071.76618760853	6598.03374855511	6471.33754521273	6892.25756543311	5828.11585746276	6443.57227190208	6564.7771366063	6569.12521732578	6708.75357899976	6438.65278880259
gene-LOC117901215	2694.84649033556	2846.63831197672	2708.23246182944	2855.84067262022	2733.23573338177	2791.38483888893	1828.13028723127	2482.38356150328	2407.04960427981	2494.17496413316	2834.75868538795	2462.80864899957
gene-LOC117901212	1979.40051945002	1810.36208437116	2080.56090671626	1880.19157195668	1697.45069867262	1977.77825790689	2034.97364751701	1820.7365811026	2198.15587210222	1911.6352332812	1925.95293244725	2206.19953338829
gene-LOC117901213	19455.7943718997	20585.9166923133	23423.3400489524	22060.4183515287	22332.7621065798	22385.2644168075	22516.5220679672	23659.9164743279	26191.2445928244	21481.3882303971	21725.0856727283	25762.0645320123
gene-LOC117901210	1758.26267390357	1921.59436290933	1596.91321231122	1770.2243428141	1619.12267614735	1600.12030911604	2210.38492854364	1910.566025157	1709.32333132117	1598.68508660992	1661.93644634989	1817.55917157037
gene-LOC117901211	16233.0354757744	16714.3523852349	18485.6571487287	15048.9739670992	16531.3352803332	18162.8843502176	19469.6382559151	21437.362164982	22376.0179513271	16422.3417328526	19773.8881360327	21562.6190881497
gene-LOC117901214	8656.89624771513	7406.02670879111	8401.06749657692	8454.24750363107	8615.05184590432	8995.64814109	10271.1923514436	8223.74071698011	9721.51135332039	10099.2405766148	8325.46010940469	10003.4964363817
gene-LOC117900694	2.16801809359257	0	1.94626838794786	4.96092763049256	4.12252750132998	3.28398216339874	0	8.69317200526439	7.42261992509192	4.71310461854339	0	1.06476811456964
gene-LOC117901664	89.9727508840916	64.6963252721982	111.910432307002	56.2238464789157	48.4396981406272	91.9515005751647	84.1568573711568	132.329396080136	189.806995227351	102.745680684246	127.274879752112	183.140115705977
gene-LOC117901663	1449.32009556663	1074.8670181188	1665.03260588939	1070.73354691464	1120.29684848642	1567.28048748205	1779.46126128169	2394.48593345005	2575.6491140069	1751.38967625073	1735.56654207426	2246.66072174193
gene-LOC117902371	852.03111078188	759.330554510537	924.477484275232	751.580536019623	696.707147724766	817.711558686286	473.509064967834	489.715356296561	651.069804858063	512.785782497521	728.937947671187	716.588941105365
gene-LOC117902373	95.3927961180731	132.797720295565	197.546241376707	113.27451422958	160.778572551869	220.026804947716	142.965263726905	213.46566812927	304.327416928769	90.4916086760332	178.815946759166	272.580637329827
gene-LOC117902374	6837.92906719096	5857.85499525991	5921.52157033135	7209.05466837744	6168.33177386498	5925.94581385303	4869.94440908032	5475.73245531598	5651.79488581999	6494.6581643528	6263.81742912254	5793.40331137339
gene-LOC117902372	1.08400904679628	3.40506975116833	0	2.48046381524628	1.03063187533249	0	0	0	3.1811228250394	2.82786277112604	0	2.12953622913927
gene-LOC117902370	23183.7014838321	15334.1641127614	16312.648493585	25828.2428868878	17259.9920161933	17629.2372486653	18812.6064055957	13901.3479444183	14539.8520589801	20099.5059562402	14702.8782576448	16355.9030079042
gene-LOC117902375	15.176126655148	4.54009300155777	10.7044761337132	9.92185526098512	5.15315937666247	14.7779197352943	12.1672564873962	2.8977240017548	8.48299420010505	16.9671766267562	1.05185851034803	12.7772173748356
gene-LOC117902710	2481.2967081167	2317.71747729524	1924.85943568043	2250.60750170012	2129.28545443693	2158.39727689382	2457.78581045403	1994.60002120788	1941.54529754904	1976.6760770171	1862.84142182637	2177.45079429491
gene-LOC117902711	4.33603618718514	4.54009300155777	5.83880516384357	14.0559616197289	3.09189562599748	5.7469687859478	56.7805302745154	6.76135600409452	15.905614125197	23.565523092717	21.0371702069607	15.9715217185445
gene-LOC117902713	1018.96850398851	1598.11273654834	1100.61477338451	1366.7355622007	1546.97844487407	1546.75559896081	2853.2216462944	1195.79410472415	1642.51975199534	1058.56329732485	1199.11870179676	1393.78146197165
gene-LOC117902524	513.820288181439	620.857717963025	434.990984706346	531.646077734453	696.707147724766	465.504471661772	584.028311395016	790.112744478474	699.847021508667	641.92484904561	762.597420002324	636.731332512642
gene-LOC117902533	10.8400904679628	9.08018600311554	19.4626838794786	15.7096041632264	10.3063187533249	13.9569241944446	23.320574934176	17.3863440105288	18.0263626752232	41.4753206431819	17.8815946759166	36.2021158953676
gene-LOC117902523	1997.82867324555	1749.07082885013	2090.292248656	2029.84622214321	1790.20756745254	1488.46491556048	1248.15772799872	1431.47565686687	1283.05287276589	1775.89782026715	1503.10581128734	1407.62344746106
gene-LOC117902525	7021.12659609954	7870.2512182004	6615.36625063476	6912.22583181963	7617.40019058246	6875.83765461611	6829.88664159172	10006.8068860599	8486.17532293009	8074.49083248854	9006.01256559986	8268.98917774779
gene-LOC117902522	1979.40051945002	2111.14324572436	2180.79372869557	2004.21476271899	1954.07803563041	2234.74986219284	4148.02052416148	1604.37318897157	1770.82503927193	1735.36512054768	1286.42295815565	1978.33915687038
gene-LOC117902532	1.08400904679628	1.13502325038944	0	0	0	0	1.01393804061635	0	1.06037427501313	0	1.05185851034803	0
gene-LOC117902531	18.4281537955368	0	0	0.82682127174876	0	0	1.01393804061635	0	0	0	0	0
gene-LOC117902529	24.9322080763145	0	0	0	0	0	0	0.965908000584932	0	0	0	0
gene-LOC117902530	39.0243256846663	0	0	0	0	0.820995540849685	3.04181412184904	0	0	0	1.05185851034803	0
gene-LOC117902526	1.08400904679628	0	0.973134193973928	0	0	0	1.01393804061635	0	1.06037427501313	0	1.05185851034803	0
gene-LOC117902528	84.5527056501102	0	0	0	1.03063187533249	0	3.04181412184904	2.8977240017548	0	0	0	0
gene-LOC117901479	278.590325026645	249.705115085677	255.934293015143	254.660951698618	233.953435700476	252.866626581703	180.48097122971	266.590608161441	260.85207165323	222.458537995248	251.39418397318	215.083159143066
gene-LOC117901481	1682.38204062783	1450.55971399771	1606.64455425096	1693.32996454146	1571.71360988205	1497.49586650983	809.122556411845	1663.29357700725	1441.04863974285	1537.41472656886	1708.21822080521	1355.44980984715
gene-LOC117901480	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC117901612	43.3603618718514	31.7806510109044	30.1671600131918	33.0728508699504	27.8270606339773	39.4077859607849	35.4878314215722	41.5340440251521	51.9583394756435	32.0491114060951	23.1408872276567	47.9145651556336
gene-Trnag-gcc-12	0	2.27004650077889	0	0	0	0	0	0	0	0	0	0
gene-LOC117901913	265.58221646509	274.675626594245	209.223851704395	261.275521872608	313.312090101078	282.422466052292	249.428757991621	332.272352201217	288.421802803572	180.983217352066	282.949939283621	330.078115516587
gene-LOC117900525	2.16801809359257	5.67511625194721	7.78507355179142	4.1341063587438	5.15315937666247	0	4.05575216246539	11.5908960070192	3.1811228250394	14.1393138556302	5.25929255174017	5.32384057284818
gene-LOC117901491	47.6963980590365	54.4811160186932	26.2746232372961	33.0728508699504	66.9910718966121	53.3647101552295	130.798007239509	123.636224074871	44.5357195505515	53.7293926513947	58.9040765794899	58.56224630133
gene-LOC117900582	0	0	0	0.82682127174876	0	0	0	0	0	0	0	0
gene-LOC117902589	8779.38927000311	9736.22944184064	9284.67334470525	10142.616540542	9720.91984813609	10012.8616162028	10159.6591669758	8149.36580093507	8586.91087905634	8950.18567061391	8677.83271037128	8569.25378605643
gene-LOC117902588	70766.2785929551	77652.6156753937	72928.6227647941	91155.3915677573	82586.5934341434	77277.0262780175	64523.9750907025	79517.4102401539	79021.2117225286	79479.9110452684	88226.736272462	78232.7724498894
gene-LOC117902587	2719.77869841188	2822.80282371854	2655.68321535485	2629.29164416106	2706.43930462313	2476.12255120265	2292.51390983356	2673.63334561909	2354.03089052915	2775.07599939835	2649.6315875667	2470.26202580156
gene-LOC117902590	1466.66424031537	1239.44538942527	1422.72219158988	1388.23291526617	1200.68613476236	1249.55521317322	813.178308574311	1294.31672078381	1296.83773834106	1386.59537877547	1609.34352083249	1141.43141881865
gene-LOC117902077	485.636052964736	514.165532426418	543.982014431426	524.204686288714	597.766487692847	543.499048042492	404.561278205923	572.783444346865	535.489008881632	509.957919726395	520.669962622277	489.793332702033
gene-LOC117902074	3201.07871518943	2892.0392419923	2820.14289413644	2983.17114846953	2734.26636525711	2686.29740966017	2241.81700780274	2996.24661781446	2734.70525525887	2998.47715831731	2990.43374491946	2755.61988050622
gene-LOC117902079	1476.42032173654	1582.22241104288	1575.50426004379	1680.92764546523	1768.56429807056	1504.06383083662	886.181847498688	1648.80495699848	1529.05970456894	1412.98876463931	1722.94423995008	1608.86462111472
gene-LOC117902075	50.9484251994254	34.0506975116833	30.1671600131918	27.2851019677091	54.6234893926222	33.6608171748371	14.1951325686289	43.4658600263219	42.4149710005253	27.3360067875517	46.2817744553135	55.3679419576211
gene-LOC117902072	390.243256846663	467.62957916045	394.119348559441	571.333498778393	511.193410164917	390.79387744445	637.767027547682	596.931144361488	594.869968282367	647.580574587862	491.217924332532	687.840202011985
gene-LOC117902071	5033.05400427515	4734.18197737437	5096.30377384146	4817.88755048002	5376.80649360962	5422.67554731217	5155.87493653413	4618.97205879715	4839.54819115993	4142.81895969964	3803.52037341849	5088.52681952829
gene-LOC117902078	155.013293691869	146.417999300238	100.232821979315	161.230147991008	126.767720665897	69.7846209722232	153.104644133068	281.079228170215	130.426035826615	341.228774382542	246.13489142144	133.096014321205
gene-LOC117902073	2923.57239920958	3044.13235754449	2420.18474041316	2282.02671002658	2738.38889275844	2636.21668166834	2978.94996333083	2605.05387757756	2939.3574903364	2192.53626854639	2122.65047388233	2757.74941673536
gene-LOC117900366	2.16801809359257	1.13502325038944	2.91940258192178	3.30728508699504	2.06126375066499	0	8.11150432493078	0	1.06037427501313	0	1.05185851034803	1.06476811456964
gene-LOC117900721	4261.2395629562	4064.51825964459	4366.45312836101	4283.76100893033	3851.47131811753	3616.48535744286	2802.52474426358	4342.72237062985	4512.95291445589	4005.19630483818	4635.54045510378	4279.30305245537
gene-LOC117900725	2468.28859955514	2129.30361773059	2456.19070559019	2527.59262773596	2069.50880566765	2104.21157119774	2629.14133931819	2247.66791736114	1781.42878202206	2299.99505384918	1842.85611012976	2055.0024611194
gene-LOC117900719	1960.97236565448	1475.53022550628	867.06256683077	1362.60145584196	1219.23750851834	521.33216843955	660.073664441242	1228.63497674403	272.516188678375	653.236300130114	1139.16276670692	447.202608119247
gene-LOC117900722	835.770975079936	741.170182504306	722.065571928655	1191.44945258996	783.280225252696	756.13689312256	1077.81613717518	700.283300424076	748.624238159271	1047.25184624034	793.101316802417	816.677143874911
gene-LOC117900731	2598.36968517069	2394.89905832172	2480.51906043954	2625.98435907406	2354.99383513475	2333.26932709481	1402.27631017241	2325.90646540852	2503.543663306	2622.37140975754	2751.66186307046	2352.07276508433
gene-LOC117900724	1761.51470104396	1386.9984119759	1790.56691691203	1652.81572222577	1555.22349987673	1555.78654991015	1132.56879136846	1939.54326517454	1981.83951999954	1760.81588548781	1780.79645801922	1691.91653405115
gene-LOC117900723	1172.89778863358	1054.43659961179	1152.19088566513	1225.34912473166	1103.8067384811	1112.44895785132	857.79158236143	970.737540587857	962.819841711924	1177.33353371214	1160.19993691388	975.327592945787
gene-LOC117900720	1370.1874351505	1474.39520225589	1717.58185236398	1665.218041302	1552.13160425074	1594.37334033009	968.310828788612	1286.58945677913	1534.361575944	1476.14436652779	1436.83872513541	1433.17788221073
